Protein Group	Protein ID	Accession	-10lgP	Coverage (%)	Coverage (%) Sample 1	Area Sample 1	#Peptides	#Unique	#Spec Sample 1	PTM	Avg. Mass	Description
1458	1289	LLHKPE_02968	141,61	7	7	1,6E+07	3	3	6		76836	Glycine--tRNA ligase beta subunit
1565	1753	JABIIP_01700	140,64	26	26	1,5E+07	5	3	6		31097	4-hydroxy-tetrahydrodipicolinate synthase
1545	1677	FCFFJI_00498	98,94	15	15	1,5E+07	4	4	6	Carbamidomethylation	42442	gephyrin-like molybdotransferase Glp
1525	1728	LGNCKJ_01752	127,45	9	9	1,5E+07	4	4	6	Oxidation (M)	67248	N-acetylglutaminylglutamine amidotransferase
1529	2158	BDJIJG_02290	189,63	35	35	1,5E+07	5	2	6		16719	Phasin family protein
1600	1967	FCFFJI_00331	149,73	15	15	1,5E+07	4	3	6	Carbamidomethylation; Deamidation (NQ)	48761	UDP-N-acetylmuramate--L-alanine ligase
1597	1898	LLHKPE_02350	142,84	61	61	1,5E+07	4	3	6		13338	Gamma-butyrobetaine hydroxylase-like N-terminal domain-containing protein
1475	1219	LLHKPE_00247	108,17	26	26	1,4E+07	6	6	6	Carbamidomethylation	36227	quinone-dependent dihydroorotate dehydrogenase
1582	2231	LLHKPE_00825	100,03	19	19	1,4E+07	3	3	6	Carbamidomethylation	25627	Short-chain dehydrogenase/reductase SDR
1574	2018	FCFFJI_01575	121,6	15	15	1,3E+07	4	4	6		43195	Cation transporter
1461	770	LLHKPE_00174	140,53	13	13	1,3E+07	6	5	6	Carbamidomethylation	72501	threonine--tRNA ligase
1615	3786	FCFFJI_01483	104,01	13	13	1,2E+07	3	3	6		27953	tryptophan synthase subunit alpha
1599	1964	LLHKPE_00262	123,61	42	42	1,2E+07	4	3	6	Carbamidomethylation	14994	6-carboxy-5 6 7 8-tetrahydropterin synthase
1528	1989	FCFFJI_02292	127,09	21	21	1,2E+07	4	4	6		42011	GDP-mannose 4 6-dehydratase
1592	1527	LLHKPE_03968	117,7	21	21	1,2E+07	5	5	6		37948	Phosphate-binding protein PstS
1596	1788	LLHKPE_03113	135	38	38	1,1E+07	5	4	6		15195	50S ribosomal protein L15
1540	1534	AIFLKA_02532	102,85	15	15	1,1E+07	5	1	6	Carbamidomethylation; Deamidation (NQ)	44539	Aspartokinase
1478	991	LLHKPE_02934	117,36	27	27	1,1E+07	5	3	6	Deamidation (NQ)	41071	SPFH domain-containing protein
1536	1332	JABIIP_00069	179,19	15	15	1,0E+07	5	3	6	Carbamidomethylation; Deamidation (NQ)	76414	methylmalonyl-CoA mutase
1480	1179	AIFLKA_03062	173,6	19	19	9,8E+06	5	1	6		37818	3-phosphoserine/phosphohydroxythreonine transaminase
1550	2116	JABIIP_01210	144,04	8	8	9,7E+06	4	2	6		44813	Acyl-CoA transferase/carnitine dehydratase-like protein
1611	2842	LLHKPE_00080	113,1	18	18	9,5E+06	3	3	6		18976	OmpH family outer membrane protein
1482	1298	HAPDOO_00533	166,56	16	16	9,0E+06	5	4	6		38273	Outer membrane porin protein 32
1598	1957	LLHKPE_00200	104,08	27	27	8,7E+06	3	2	6		24309	Sugar ABC transporter substrate-binding protein
1555	1270	FCFFJI_02684	125,44	21	21	8,1E+06	6	6	6		40913	tRNA 2-thiouridine(34) synthase MnmA
1464	1500	LNJFLG_00203	134,98	12	12	7,6E+06	5	1	6		57320	chaperonin GroEL
1537	1416	FCFFJI_01693	175,28	18	18	7,5E+06	5	4	6	Carbamidomethylation; Deamidation (NQ)	43749	aspartate kinase
1514	1228	AIFLKA_00496	130,47	28	28	7,5E+06	5	1	6	Carbamidomethylation	29265	Succinate dehydrogenase iron-sulfur subunit
1607	2445	JABIIP_02777	113,58	27	27	7,3E+06	3	1	6	Carbamidomethylation	13250	30S ribosomal protein S13
1607	2591	DHPIBI_03330	113,58	27	27	7,3E+06	3	1	6	Carbamidomethylation	13247	30S ribosomal protein S13
1559	1470	LLHKPE_00543	146,62	19	19	7,2E+06	4	2	6		33615	Ribose-phosphate pyrophosphokinase
1532	1040	DCJHLG_01292	150,52	20	20	7,1E+06	6	1	6		52552	Glucan biosynthesis protein D
1543	1584	JABIIP_02641	105,56	23	23	6,2E+06	4	2	6		21776	Putative Fimbrial assembly family protein
1590	1324	AIFLKA_03190	170,34	14	14	5,9E+06	5	2	6	Carbamidomethylation	76210	methylmalonyl-CoA mutase
1621	2675	DHPIBI_00149	96,91	7	7	5,8E+06	3	3	6		50158	ATP-dependent protease ATPase subunit HslU
1621	2709	LLHKPE_02349	96,91	7	7	5,8E+06	3	3	6		50016	ATP-dependent protease ATPase subunit HslU
1621	2879	AIFLKA_00918	96,91	7	7	5,8E+06	3	3	6		50187	ATP-dependent protease ATPase subunit HslU
1546	1831	LGNCKJ_00475	134,56	13	13	5,6E+06	3	1	6		37949	Cytochrome-c peroxidase
1492	2389	FCFFJI_00494	111,79	5	5	5,4E+06	2	2	6		95687	ATP-dependent chaperone ClpB
1492	2686	KABFEG_01186	111,79	4	4	5,4E+06	2	2	6		95716	ATP-dependent chaperone ClpB
1492	2997	DIBEOF_01115	111,79	4	4	5,4E+06	2	2	6		95621	ATP-dependent chaperone ClpB
1492	3016	LNJFLG_03220	111,79	4	4	5,4E+06	2	2	6		95617	ATP-dependent chaperone ClpB
1492	3041	HNMFNB_00694	111,79	6	6	5,4E+06	2	2	6		71016	Type VI secretion system ATPase TssH
1492	4126	HAPDOO_02371	111,79	11	11	5,4E+06	2	2	6		39912	hypothetical protein
1489	1979	LLHKPE_00040	119,38	7	7	5,1E+06	4	1	6	Deamidation (NQ)	73445	Putative coenzyme A-transferase
1470	1879	DCJHLG_01297	97,47	10	10	4,8E+06	3	1	6		65816	arginine--tRNA ligase
1497	1307	JABIIP_03043	116,11	8	8	4,5E+06	5	2	6		102026	translation initiation factor IF-2
1623	2724	JABIIP_00714	133,56	31	31	4,1E+06	4	1	6		18966	type VI secretion system contractile sheath small subunit
1523	1582	HAPDOO_00546	138,17	7	7	3,5E+06	4	2	6		78353	methylmalonyl-CoA mutase
1450	1027	JABIIP_00484	119,24	8	8	3,4E+06	5	3	6		102143	preprotein translocase subunit SecA
1459	1296	JABIIP_01598	166,5	14	14	2,8E+06	5	1	6		62623	Hydrogenase 2  large subunit
1593	1588	DCJHLG_00608	101,63	15	15	2,6E+06	5	2	6	Carbamidomethylation	44825	L-carnitine dehydratase/bile acid-inducible protein F
1593	1589	AIFLKA_01724	101,63	15	15	2,6E+06	5	2	6	Carbamidomethylation	44808	L-carnitine dehydratase/bile acid-inducible protein F
1593	1590	JABIIP_01213	101,63	15	15	2,6E+06	5	2	6	Carbamidomethylation	44936	L-carnitine dehydratase/bile acid-inducible protein F
1613	3149	JHMPCE_01909	99,7	4	4	2,6E+06	2	1	6	Deamidation (NQ)	71550	Acetyl-coenzyme A synthetase
1487	1786	AIFLKA_01086	119,45	3	3	1,9E+06	3	1	6		125699	Transglutaminase-like domain-containing protein
1491	2028	LGNCKJ_02757	127,81	12	12	1,4E+06	3	1	6	Carbamidomethylation	41981	acetyl-CoA C-acyltransferase
1527	1981	APBOIA_01984	109,41	9	9	1,3E+06	3	1	6	Oxidation (M)	48085	NADH-quinone oxidoreductase subunit D
1496	1147	JABIIP_02040	137,63	16	16	1,0E+06	5	2	6		56501	Long-chain fatty acid--CoA ligase
1535	1317	AIFLKA_01814	153,25	15	15	9,1E+05	6	1	6	Carbamidomethylation	59803	hypothetical protein
1631	2172	JABIIP_01206	129,26	15	15	8,1E+05	4	1	6		31771	Putative lyase/thioesterase
1521	1479	HKHPLO_00617	137,48	9	9	6,7E+05	5	1	6	Carbamidomethylation	55531	F0F1 ATP synthase subunit alpha
1494	3399	KABFEG_02872	124,52	7	7	2,7E+05	2	1	6		35965	DNA-directed RNA polymerase subunit alpha
1494	3435	LNJFLG_02293	124,52	7	7	2,7E+05	2	1	6		36191	DNA-directed RNA polymerase subunit alpha
1472	2080	HNMFNB_00064	123,9	9	9	1,3E+04	3	1	6	Carbamidomethylation	84218	Lysine decarboxylase
1601	2047	HKHPLO_00759	115,77	10	10	9,5E+03	4	1	6		40885	ADP-forming succinate--CoA ligase subunit beta
1455	1609	AIFLKA_01142	141,11	17	17	6,5E+03	4	1	6	Oxidation (M)	33884	peptidylprolyl isomerase
1614	3226	LNJFLG_02390	114,38	17	17	0,0E+00	2	1	6	Carbamidomethylation	20889	alkyl hydroperoxide reductase subunit C
1795	2959	LLHKPE_02694	149,93	63	63	7,7E+08	3	2	5		7466	RNA chaperone  transcription antiterminator  affects expression of rpoS and uspA
1817	2767	LLHKPE_02456	150,09	25	25	2,3E+08	3	3	5		17399	Cytochrome c domain-containing protein
1724	3106	HAPDOO_00259	74,45	11	11	2,2E+08	2	1	5	Carbamidomethylation; Deamidation (NQ)	35265	ABC transporter substrate-binding protein
1801	5564	FCFFJI_02628	125,85	26	26	1,7E+08	3	3	5	Oxidation (M)	12780	Large ribosomal subunit protein bL12
1846	5319	LLHKPE_03059	151,81	32	32	1,6E+08	3	3	5		9392	DNA-binding protein HU-beta  NS1 (HU-1)  plays a role in DNA replication and in rpo translation
1679	1412	AIFLKA_00939	140,97	24	24	1,6E+08	5	5	5	Deamidation (NQ)	39180	Porin domain-containing protein
1810	2266	LLHKPE_02501	164,18	45	45	1,1E+08	3	3	5		13033	Putative chemotaxis regulator CheY
1752	2171	LLHKPE_02960	136,09	35	35	1,1E+08	4	4	5	Carbamidomethylation	17402	Type IV pilin protein
1719	2386	HADHNG_00630	157,51	17	17	9,3E+07	3	3	5	Oxidation (M)	29800	Porin domain-containing protein
1666	1854	FCFFJI_01084	154,29	46	46	8,8E+07	4	4	5		17966	Transcriptional regulator
1775	2157	FCFFJI_00933	162,51	28	28	8,4E+07	4	4	5	Oxidation (M)	22409	Cytochrome c4
1681	1495	HKHPLO_02030	166,58	34	34	7,7E+07	5	5	5	Carbamidomethylation; Deamidation (NQ)	26091	hypothetical protein
1790	2781	LLHKPE_00180	117,8	31	31	7,6E+07	3	3	5		11418	integration host factor subunit alpha
1790	2782	DHPIBI_01705	117,8	31	31	7,6E+07	3	3	5		11292	integration host factor subunit alpha
1790	2783	AIFLKA_03315	117,8	31	31	7,6E+07	3	3	5		11289	integration host factor subunit alpha
1790	2784	LGNCKJ_00500	117,8	31	31	7,6E+07	3	3	5		11291	integration host factor subunit alpha
1834	7827	LLHKPE_01556	107,81	11	11	7,3E+07	2	2	5		14915	hypothetical protein
1789	2780	LLHKPE_00896	118,71	44	44	7,0E+07	3	3	5	Carbamidomethylation	17296	Metal-binding protein
1738	1799	FCFFJI_00795	125,71	44	44	6,8E+07	4	4	5		13192	Polar-differentiation response regulator DivK
1799	4571	FCFFJI_01640	138,69	29	29	6,6E+07	3	3	5		10672	DUF2502 domain-containing protein
1685	1775	FCFFJI_01436	107,45	20	20	6,4E+07	4	4	5	Carbamidomethylation	31408	type IV pilus biogenesis/stability protein PilW
1682	1510	LLHKPE_03462	136,44	18	18	6,4E+07	4	3	5		38595	3-isopropylmalate dehydrogenase
1739	1837	LLHKPE_01812	122,89	45	45	6,4E+07	4	4	5	Carbamidomethylation	23389	Precorrin-8X methylmutase
1803	1754	LLHKPE_02503	130,85	26	26	6,2E+07	5	5	5		20556	Chemotaxis protein CheW
1844	5306	JABIIP_01811	127,51	18	18	5,9E+07	2	2	5	Deamidation (NQ)	28611	DUF533 domain-containing protein
1638	999	FCFFJI_02217	133,88	28	28	5,9E+07	5	5	5		22983	Thiol:disulfide interchange protein
1830	5295	LLHKPE_01493	145,48	39	39	5,7E+07	2	2	5		12571	Grx4 family monothiol glutaredoxin
1756	2408	LLHKPE_03096	121,41	40	40	5,7E+07	3	3	5		11240	50S ribosomal protein L23
1726	3296	FCFFJI_00517	102,75	10	10	5,6E+07	2	2	5		38416	iron-sulfur cluster carrier protein ApbC
1804	1781	LLHKPE_02778	133,76	14	14	5,6E+07	4	4	5		45139	Lytic transglycosylase catalytic
1701	1202	LLHKPE_03695	179,77	15	15	5,5E+07	5	5	5	Carbamidomethylation	91071	Putative Peptidase families S8 and S53 domain protein
1808	2178	LLHKPE_00696	162,18	28	28	5,5E+07	4	4	5		23120	Putative Glutathione S-transferase domain
1654	1196	FCFFJI_00997	167,95	27	27	5,2E+07	5	5	5	Deamidation (NQ); Oxidation (M)	27765	enoyl-CoA hydratase
1776	2162	LLHKPE_00761	158,97	25	25	5,1E+07	4	4	5		29652	Neuromedin U
1702	1292	FCFFJI_01692	127,96	31	31	4,9E+07	4	4	5	Carbamidomethylation	33835	Histone deacetylase family protein
1759	2667	JABIIP_02541	140,92	35	35	4,9E+07	3	3	5		19258	ATP-dependent protease subunit HslV
1641	1097	FCFFJI_01637	166,6	26	26	4,6E+07	5	5	5	Carbamidomethylation	40663	Alanine--glyoxylate aminotransferase family protein
1818	2800	JABIIP_02212	172,01	27	27	4,6E+07	4	4	5	Carbamidomethylation	16962	Group 1 truncated hemoglobin
1740	1842	JABIIP_02306	143,03	20	20	4,5E+07	4	4	5	Deamidation (NQ)	29876	Amino acid ABC transporter substrate-binding protein
1761	2716	BDJIJG_00352	103,55	15	15	4,3E+07	4	4	5	Deamidation (NQ)	37574	PEP-CTERM sorting domain-containing protein
1707	1517	FCFFJI_02544	143,79	34	34	4,3E+07	4	4	5		20592	Polyisoprenoid-binding protein
1807	2169	LLHKPE_03504	163,34	32	32	4,3E+07	5	5	5	Carbamidomethylation	21662	CHAP domain-containing protein
1678	1264	LLHKPE_02863	160,19	14	14	4,3E+07	5	4	5	Carbamidomethylation	48749	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
1660	1176	LLHKPE_00625	171,08	17	17	4,2E+07	5	2	5		43538	Outer membrane protein assembly factor BamC
1732	1502	LLHKPE_01340	160,01	24	24	4,1E+07	4	4	5	Carbamidomethylation	22906	Class II aldolase
1831	5312	LLHKPE_00923	117,74	34	34	4,1E+07	2	2	5	Carbamidomethylation; Deamidation (NQ)	14197	DUF2173 domain-containing protein
1771	1906	LLHKPE_02823	164,02	14	14	3,9E+07	4	4	5	Carbamidomethylation	52114	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
1640	1506	LLHKPE_00478	139,03	7	7	3,8E+07	4	4	5	Carbamidomethylation; Deamidation (NQ)	111179	DUF349 domain-containing protein
1748	2022	FCFFJI_02039	133,65	25	25	3,7E+07	3	3	5	Carbamidomethylation	15036	Response regulator
1764	1617	LLHKPE_02025	165,83	62	62	3,7E+07	5	5	5		15501	Flagellar secretion chaperone FliS
1736	1758	FCFFJI_01923	136,33	17	17	3,5E+07	5	5	5		36477	CoA ester lyase
1780	2257	JABIIP_02585	129,04	36	36	3,5E+07	4	2	5	Carbamidomethylation	17799	Peptidyl-prolyl cis-trans isomerase
1840	2769	JABIIP_03284	136,03	32	32	3,4E+07	3	3	5		17195	protein-export chaperone SecB
1767	1821	LLHKPE_00065	142,57	22	22	3,4E+07	4	4	5		32245	cysteine synthase CysM
1769	1880	FCFFJI_00030	167,47	23	23	3,4E+07	4	4	5	Carbamidomethylation; Deamidation (NQ)	31258	Tetratricopeptide repeat protein
1716	2265	AEBICJ_02505	103,28	42	42	3,4E+07	3	3	5		10613	DM2 domain-containing protein
1712	1848	LLHKPE_02327	142,38	17	17	3,3E+07	4	4	5		39366	glycine cleavage system aminomethyltransferase GcvT
1644	850	LLHKPE_00306	149,92	21	21	3,3E+07	5	4	5		40656	outer membrane protein assembly factor BamB
1763	1454	FCFFJI_01836	125,52	27	27	3,2E+07	5	5	5		39269	Glucose--fructose oxidoreductase
1838	2211	FCFFJI_00137	112,32	31	31	3,2E+07	4	4	5		24433	FHA domain-containing protein
1791	2789	FCFFJI_00432	127,05	23	23	3,2E+07	3	3	5		26567	DUF4239 domain-containing protein
1729	1315	LLHKPE_01835	127,17	22	22	3,2E+07	5	5	5		30479	Virulence protein SciE type
1693	1951	FCFFJI_00483	153,29	23	23	3,1E+07	4	4	5		33039	Adenylate/guanylate cyclase domain-containing protein
1813	2404	FCFFJI_00100	120,06	14	14	3,1E+07	3	3	5		42990	DUF2863 domain-containing protein
1656	1436	LLHKPE_00785	115,31	19	19	3,0E+07	3	3	5	Deamidation (NQ)	39502	anhydro-N-acetylmuramic acid kinase
1706	1401	LLHKPE_00178	96,56	13	13	3,0E+07	4	4	5		37819	phenylalanine--tRNA ligase subunit alpha
1742	1899	FCFFJI_00413	138,32	23	23	3,0E+07	4	4	5		31019	ParB/RepB/Spo0J family partition protein
1797	3247	LLHKPE_03819	111,11	17	17	2,9E+07	2	2	5	Deamidation (NQ)	21884	Sel1 repeat family protein
1783	2390	LLHKPE_00008	136,11	38	38	2,8E+07	3	3	5	Deamidation (NQ)	16802	Copper chaperone PCu(A)C
1686	1824	LLHKPE_00771	97,83	13	13	2,7E+07	4	4	5	Carbamidomethylation	49778	Leucine aminopeptidase
1837	2182	FCFFJI_02659	131,58	24	24	2,7E+07	4	4	5	Carbamidomethylation	29418	NAD(P)-dependent oxidoreductase
1692	1933	FCFFJI_00072	119,56	17	17	2,6E+07	3	3	5		29336	Inositol-1-monophosphatase
1733	1512	LLHKPE_00967	138,46	31	31	2,6E+07	5	5	5	Carbamidomethylation	33659	glucokinase
1768	1834	LLHKPE_02058	113,77	22	22	2,5E+07	4	4	5	Carbamidomethylation	30521	Radical SAM protein
1645	1035	LLHKPE_03621	140,63	19	19	2,5E+07	5	5	5	Carbamidomethylation	52844	LutB/LldF family L-lactate oxidation iron-sulfur protein
1829	5116	LLHKPE_02046	127,59	17	17	2,4E+07	3	3	5		17316	F0F1 ATP synthase subunit B
1814	2587	LNJFLG_02958	137,18	7	7	2,4E+07	3	2	5		46015	phosphopyruvate hydratase
1697	2188	LLHKPE_00454	117,11	27	27	2,3E+07	4	3	5	Carbamidomethylation	31204	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
1779	2255	LLHKPE_02044	133,67	25	25	2,3E+07	4	4	5	Carbamidomethylation	30203	F0F1 ATP synthase subunit A
1643	1253	LLHKPE_01824	141,4	11	11	2,3E+07	5	5	5	Carbamidomethylation; Deamidation (NQ)	76731	hydrolase
1848	5372	FCFFJI_00710	127,55	29	29	2,3E+07	3	3	5		12423	iron-sulfur cluster insertion protein ErpA
1689	1889	LLHKPE_00270	161	23	23	2,2E+07	4	4	5		26573	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
1690	1905	LLHKPE_00290	131,4	19	19	2,2E+07	4	4	5		44330	Aminotransferase  class I
1755	2396	AIFLKA_00586	109	16	16	2,2E+07	3	1	5		20599	adenylate kinase
1755	2628	DHPIBI_02309	109	16	16	2,2E+07	3	1	5		20613	adenylate kinase
1772	2098	LLHKPE_03046	118,64	33	33	2,2E+07	4	4	5	Deamidation (NQ)	20340	Amidase related to nicotinamidase
1713	1868	FCFFJI_02669	127,23	26	26	2,2E+07	4	4	5		28434	Thioredoxin fold domain-containing protein
1809	2228	LLHKPE_01338	114,15	36	36	2,2E+07	4	4	5		20303	DUF2760 domain-containing protein
1723	2597	FCFFJI_01470	108,63	20	20	2,1E+07	3	3	5		20721	Peptidyl-prolyl cis-trans isomerase
1710	1561	JABIIP_02768	147,83	28	28	2,1E+07	5	2	5		20647	50S ribosomal protein L5
1671	1611	FCFFJI_01874	156,89	21	21	2,1E+07	5	5	5		34968	S49 family peptidase
1835	1706	AOOPHA_00283	148,43	29	29	2,0E+07	5	5	5		31794	LamG domain-containing protein
1806	1882	JABIIP_00619	140,12	17	17	2,0E+07	4	3	5		37561	Sulfate ABC transporter substrate-binding protein
1743	1911	FCFFJI_00151	106,25	28	28	2,0E+07	4	4	5		25013	YbaY family lipoprotein
1812	2391	FCFFJI_02173	101,1	22	22	2,0E+07	3	3	5	Carbamidomethylation	28853	Glutamine amidotransferase class-I:Peptidase C26
1816	2736	FCFFJI_01348	112,88	27	27	1,9E+07	3	3	5	Carbamidomethylation	21923	Glycoside hydrolase family 19 catalytic domain-containing protein
1745	1925	FCFFJI_02623	138,16	18	18	1,9E+07	4	4	5		37817	glycolate oxidase subunit GlcE
1842	2777	FCFFJI_02590	131,12	28	28	1,8E+07	3	3	5		15577	ClpXP protease specificity-enhancing factor
1691	1927	FCFFJI_01990	96,13	13	13	1,8E+07	4	4	5	Deamidation (NQ)	58121	Tfp pilus assembly protein FimV
1728	4014	JABIIP_02522	69,16	8	8	1,8E+07	1	1	5		17830	DUF883 domain-containing protein
1705	1395	LLHKPE_01939	152,39	14	14	1,7E+07	5	4	5		59283	Glucans biosynthesis protein D
1750	2087	LLHKPE_02707	125,27	14	14	1,7E+07	3	3	5	Carbamidomethylation	41133	carbamoyl phosphate synthase small subunit
1708	1518	DIBEOF_03758	130,16	23	23	1,7E+07	4	4	5		32659	Porin domain-containing protein
1784	2437	LLHKPE_00682	103,52	12	12	1,6E+07	3	3	5		30852	Putative Carbonic anhydrase
1651	987	FCFFJI_00221	146,52	26	26	1,6E+07	5	5	5		33330	hydroxymethylbilane synthase
1811	2317	FCFFJI_00214	122,73	50	50	1,6E+07	3	3	5	Carbamidomethylation	8980	Fis family transcriptional regulator
1731	1387	LLHKPE_00895	164,22	13	13	1,6E+07	5	5	5	Carbamidomethylation	84159	heavy metal translocating P-type ATPase
1655	1259	LLHKPE_02889	121,66	18	18	1,6E+07	4	3	5		47320	Homoserine dehydrogenase
1642	1227	FCFFJI_00277	132,57	12	12	1,6E+07	5	5	5		72800	Dynamin family protein
1782	2384	FCFFJI_01848	137,26	14	14	1,6E+07	3	3	5	Carbamidomethylation	39399	Spore coat protein
1661	1237	FCFFJI_01940	139,37	18	18	1,6E+07	5	5	5		33091	D-beta-D-heptose 7-phosphate kinase
1744	1920	FCFFJI_01291	107,72	10	10	1,5E+07	4	4	5	Carbamidomethylation	61348	diguanylate cyclase
1757	2481	JABIIP_02430	96,22	11	11	1,5E+07	3	3	5	Carbamidomethylation	46355	Putative ABC-type branched-chain amino acid transport system  periplasmic component
1765	1725	FCFFJI_01730	128,29	14	14	1,5E+07	5	5	5	Carbamidomethylation	71732	DUF4071 domain-containing protein
1770	1897	FCFFJI_01070	117,94	34	34	1,5E+07	4	4	5		21404	DsbE family thiol:disulfide interchange protein
1827	3423	HAPDOO_01303	102,12	55	55	1,5E+07	2	2	5		7158	Cold shock-like protein CspD
1727	3500	LLHKPE_03752	103,19	12	12	1,5E+07	2	2	5		28633	ProQ/FinO domain-containing protein
1836	2161	JABIIP_01035	146,5	14	14	1,4E+07	4	3	5		43565	ornithine decarboxylase
1766	1765	JABIIP_01680	112,79	14	14	1,4E+07	5	4	5		49791	putative periplasmic serine endoprotease DegP-like
1696	2007	FCFFJI_01528	138,17	12	12	1,4E+07	3	3	5		47089	STAS domain-containing protein
1653	1187	FCFFJI_00282	139,87	16	16	1,4E+07	5	5	5		50415	Insulinase family protein
1687	1839	LLHKPE_00888	121,93	6	6	1,4E+07	4	4	5		112233	Heavy metal efflux pump CzcA
1675	2070	LLHKPE_02367	94,27	24	24	1,4E+07	3	3	5	Carbamidomethylation	22915	DUF2889 domain-containing protein
1652	1120	FCFFJI_01388	134,26	21	21	1,4E+07	5	5	5	Carbamidomethylation	47921	glutamate--cysteine ligase
1820	2848	FCFFJI_00435	116,7	34	34	1,4E+07	3	3	5	Carbamidomethylation	15039	Four-helix bundle copper-binding protein
1667	1225	JABIIP_02780	157	21	21	1,4E+07	5	2	5		40322	DNA-directed RNA polymerase subunit alpha
1677	1177	FCFFJI_00612	129,51	20	20	1,4E+07	5	4	5		46190	Histidinol dehydrogenase
1741	1874	LLHKPE_02844	148,3	33	33	1,4E+07	4	2	5	Carbamidomethylation	17648	Protein creA
1711	1833	LLHKPE_02174	124,02	14	14	1,4E+07	4	4	5		55360	Porin domain-containing protein
1718	2360	FCFFJI_00840	123,34	14	14	1,3E+07	3	3	5	Carbamidomethylation	48212	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
1802	1730	JABIIP_01062	154,87	46	46	1,3E+07	5	4	5		18435	acetolactate synthase small subunit
1762	1432	LLHKPE_03401	124,45	24	24	1,3E+07	5	5	5	Deamidation (NQ)	47757	Fe-S cluster assembly protein SufD
1714	1891	FCFFJI_01723	120	14	14	1,3E+07	3	3	5		35725	acetyl-CoA carboxylase carboxyltransferase subunit alpha
1646	1214	FCFFJI_01537	127,71	15	15	1,3E+07	4	3	5		52766	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
1683	1552	LLHKPE_01519	157,76	20	20	1,3E+07	5	4	5	Carbamidomethylation	46592	Histidinol dehydrogenase
1754	2321	DCJHLG_00811	122,06	12	12	1,3E+07	3	1	5		29594	carboxylating nicotinate-nucleotide diphosphorylase
1754	2350	JABIIP_03272	122,06	12	12	1,3E+07	3	1	5		29221	carboxylating nicotinate-nucleotide diphosphorylase
1754	2462	LGNCKJ_02818	122,06	12	12	1,3E+07	3	1	5		29553	carboxylating nicotinate-nucleotide diphosphorylase
1754	2491	DHPIBI_00461	122,06	12	12	1,3E+07	3	1	5		29434	nicotinate-nucleotide diphosphorylase (carboxylating)
1636	1587	FCFFJI_00638	134,78	6	6	1,2E+07	3	3	5		107135	valine--tRNA ligase
1793	2908	LLHKPE_03103	92,41	48	48	1,2E+07	4	4	5	Carbamidomethylation	9988	30S ribosomal protein S17
1669	1544	HKHPLO_02696	145,14	11	11	1,2E+07	5	5	5		83233	TonB-dependent receptor
1751	2096	LLHKPE_01293	111,68	15	15	1,2E+07	3	3	5	Deamidation (NQ)	32867	phosphoribosylaminoimidazolesuccinocarboxamide synthase
1668	1274	LLHKPE_01767	111,79	27	27	1,2E+07	5	5	5		32553	S-formylglutathione hydrolase
1688	1884	FCFFJI_02199	99,56	17	17	1,2E+07	4	4	5		45266	tryptophan--tRNA ligase
1805	1803	LLHKPE_01500	143,04	27	27	1,1E+07	4	4	5		29020	Putative pyrophosphorylase ModD
1753	2304	LLHKPE_02723	113,96	19	19	1,1E+07	3	3	5	Carbamidomethylation	20842	dTDP-4-dehydrorhamnose 3 5-epimerase
1849	5395	FCFFJI_02307	85,02	26	26	1,1E+07	2	2	5	Carbamidomethylation	11117	DUF3579 domain-containing protein
1788	2735	FCFFJI_00543	94,44	18	18	1,1E+07	3	3	5	Carbamidomethylation	27906	4-hydroxy-tetrahydrodipicolinate reductase
1735	1566	LLHKPE_02771	119,7	16	16	1,0E+07	4	4	5		42835	Putative PHB de-polymerase domain protein
1847	5330	FCFFJI_00447	104,5	18	18	1,0E+07	2	2	5		20371	NnrU family protein
1781	2362	LLHKPE_00522	113,8	23	23	1,0E+07	3	3	5		18548	Putative Redoxin domain protein
1822	2883	LGNCKJ_02940	125,9	30	30	9,9E+06	3	2	5	Carbamidomethylation; Deamidation (NQ)	17852	Peptidyl-prolyl cis-trans isomerase
1658	1723	FCFFJI_01627	104,94	12	12	9,7E+06	4	4	5		67685	Fe-S protein assembly chaperone HscA
1737	1762	JABIIP_02762	126,58	23	23	9,7E+06	4	2	5		25484	30S ribosomal protein S3
1824	2990	LLHKPE_00966	73,28	10	10	9,3E+06	3	3	5	Carbamidomethylation	31490	Transglutaminase domain protein
1730	1354	AEBICJ_03065	130,7	7	7	9,1E+06	4	4	5		117721	Choice-of-anchor D domain-containing protein
1672	1843	LLHKPE_02824	112,06	13	13	8,8E+06	4	3	5	Carbamidomethylation	49195	UDP-glucose 6-dehydrogenase
1672	1988	AIFLKA_02179	112,06	13	13	8,8E+06	4	3	5	Carbamidomethylation	48987	UDP-glucose 6-dehydrogenase
1684	1607	LLHKPE_00570	123,98	12	12	8,6E+06	3	3	5		45907	Membrane-anchored group 1 glycosyltransferase protein
